                   x             density1             density2             density3             density4             density5             density6             density7             density8
 l=          10
                   1     0.01521107266436     0.03089273356401     0.03421453287197     0.03051903114187     0.01565397923875     0.34130103806228     0.28049826989619     0.25170934256055
                   2     0.01490657439446     0.03076816608997     0.03468512110727     0.03024221453287     0.01529411764706     0.34191003460208     0.28033217993080     0.25186159169550
                   3     0.01150173010381     0.02116262975779     0.02465051903114     0.02142560553633     0.01036678200692     0.30081660899654     0.35712110726644     0.25295501730104
                   4     0.01161245674740     0.02074740484429     0.02411072664360     0.02132871972318     0.01049134948097     0.30080276816609     0.35867128027682     0.25223529411765
                   5     0.01316262975779     0.02059515570934     0.02429065743945     0.02175778546713     0.01022837370242     0.24651903114187     0.28625605536332     0.37719031141869
                   6     0.01292733564014     0.02128719723183     0.02388927335640     0.02204844290657     0.01056055363322     0.24553633217993     0.28711418685121     0.37663667820069
                   7     0.01126643598616     0.03134948096886     0.03844982698962     0.03025605536332     0.01577854671280     0.34037370242215     0.28001384083045     0.25251211072664
                   8     0.01195847750865     0.03049134948097     0.03786851211073     0.02967474048443     0.01554325259516     0.34214532871972     0.28110726643599     0.25121107266436
                   9     0.01177854671280     0.02074740484429     0.02489965397924     0.02148096885813     0.01069896193772     0.30070588235294     0.35723183391003     0.25245674740484
                  10     0.01134948096886     0.02109342560554     0.02415224913495     0.02189619377163     0.00991003460208     0.30123183391003     0.35763321799308     0.25273356401384
                  11     0.00953633217993     0.02101038062284     0.02361245674740     0.01773010380623     0.01014532871972     0.26013840830450     0.28675432525952     0.37107266435986
                  12     0.00946712802768     0.02055363321799     0.02429065743945     0.01702422145329     0.01054671280277     0.26033217993080     0.28697577854671     0.37080968858131
                  13     0.01492041522491     0.03129411764706     0.03421453287197     0.03468512110727     0.01590311418685     0.32943944636678     0.28073356401384     0.25880968858131
                  14     0.01496193771626     0.03085121107266     0.03462975778547     0.03433910034602     0.01546020761246     0.32986851211073     0.28130103806228     0.25858823529412
                  15     0.01146020761246     0.02121799307958     0.02430449826990     0.01750865051903     0.01046366782007     0.31222145328720     0.35080968858131     0.25201384083045
                  16     0.01179238754325     0.02052595155709     0.02473356401384     0.01745328719723     0.01020069204152     0.31230449826990     0.35028373702422     0.25270588235294
                  17     0.00966089965398     0.02030449826990     0.02465051903114     0.02123183391003     0.01054671280277     0.25977854671280     0.29379930795848     0.36002768166090
                  18     0.00988235294118     0.02092733564014     0.02380622837370     0.02177162629758     0.01010380622837     0.26099653979239     0.29323183391003     0.35928027681661
                  19     0.01497577854671     0.03114186851211     0.03752249134948     0.02991003460208     0.01555709342561     0.34859515570934     0.25205536332180     0.27024221453287
                  20     0.01489273356401     0.03096193771626     0.03785467128028     0.03047750865052     0.01562629757785     0.34812456747405     0.25313494809689     0.26892733564014
                  21     0.01162629757785     0.02073356401384     0.02453979238754     0.02218685121107     0.00989619377163     0.28016608996540     0.37868512110727     0.25216608996540
                  22     0.01133564013841     0.02106574394464     0.02427681660900     0.02153633217993     0.01062975778547     0.28037370242215     0.37912802768166     0.25165397923875
                  23     0.00925951557093     0.02063667820069     0.02417993079585     0.02167474048443     0.01042214532872     0.25936332179931     0.29324567474048     0.36121799307958
                  24     0.00973010380623     0.02058131487889     0.02484429065744     0.02114878892734     0.01033910034602     0.25948788927336     0.29385467128028     0.36001384083045
                  25     0.01525259515571     0.03062975778547     0.03468512110727     0.03058823529412     0.01588927335640     0.35130795847751     0.25191695501730     0.26973010380623
                  26     0.01516955017301     0.03105882352941     0.03406228373702     0.03010380622837     0.01559861591696     0.35348096885813     0.25169550173010     0.26883044982699
                  27     0.01180622837370     0.02174394463668     0.02364013840830     0.02208996539792     0.01020069204152     0.28934256055363     0.30650519031142     0.31467128027682
                  28     0.01105882352941     0.02067820069204     0.02427681660900     0.02137024221453     0.01047750865052     0.28946712802768     0.30826297577855     0.31440830449827
                  29     0.00971626297578     0.02063667820069     0.02483044982699     0.02167474048443     0.01036678200692     0.25986159169550     0.36419377162630     0.28871972318339
                  30     0.00953633217993     0.02067820069204     0.02448442906574     0.02159169550173     0.01051903114187     0.26069204152249     0.36487197231834     0.28762629757785
                  31     0.01695501730104     0.03110034602076     0.03822837370242     0.02981314878893     0.01557093425606     0.27397923875433     0.25296885813149     0.34138408304498
                  32     0.01696885813149     0.03107266435986     0.03721799307958     0.03038062283737     0.01551557093426     0.27391003460208     0.25391003460208     0.34102422145329
                  33     0.00945328719723     0.02188235294118     0.02465051903114     0.02156401384083     0.01033910034602     0.36750173010381     0.29182006920415     0.25278892733564
                  34     0.00953633217993     0.02131487889273     0.02449826989619     0.02208996539792     0.01015916955017     0.36797231833910     0.29201384083045     0.25241522491349
                  35     0.00977162629758     0.02031833910035     0.02409688581315     0.01741176470588     0.01058823529412     0.24658823529412     0.37941868512111     0.29180622837370
                  36     0.00975778546713     0.01994463667820     0.02434602076125     0.01730103806228     0.01044982698962     0.24643598615917     0.37991695501730     0.29184775086505
                  37     0.01705190311419     0.03076816608997     0.03431141868512     0.03450519031142     0.01551557093426     0.27728719723183     0.25371626297578     0.33684429065744
                  38     0.01680276816609     0.03065743944637     0.03447750865052     0.03422837370242     0.01550173010381     0.27767474048443     0.25360553633218     0.33705190311419
                  39     0.00977162629758     0.02094117647059     0.02433217993080     0.01760553633218     0.01028373702422     0.36398615916955     0.29979238754325     0.25328719723183
                  40     0.00934256055363     0.02113494809689     0.02398615916955     0.01737024221453     0.01032525951557     0.36397231833910     0.30161937716263     0.25224913494810
                  41     0.01002076124567     0.02058131487889     0.02417993079585     0.02195155709343     0.01022837370242     0.26125951557093     0.37003460207612     0.28174394463668
                  42     0.00952249134948     0.02113494809689     0.02458131487889     0.02117647058824     0.01068512110727     0.26012456747405     0.37151557093426     0.28125951557093
                  43     0.01613840830450     0.03105882352941     0.03519723183391     0.03042214532872     0.01547404844291     0.27083737024221     0.25324567474048     0.34762629757785
                  44     0.01673356401384     0.03140484429066     0.03339792387543     0.03010380622837     0.01604152249135     0.27273356401384     0.25248442906574     0.34710034602076
                  45     0.01033910034602     0.02128719723183     0.02402768166090     0.02143944636678     0.01031141868512     0.36919031141869     0.28973010380623     0.25367474048443
                  46     0.00955017301038     0.02042906574394     0.02437370242215     0.02160553633218     0.01031141868512     0.36978546712803     0.29173702422145     0.25220761245675
                  47     0.00993771626298     0.02077508650519     0.02470588235294     0.02171626297578     0.01008996539792     0.24826297577855     0.37995847750865     0.28455363321799
                  48     0.00993771626298     0.02091349480969     0.02431833910035     0.02189619377163     0.01075432525952     0.24696193771626     0.38091349480969     0.28430449826990
                  49     0.01651211072664     0.03111418685121     0.03743944636678     0.03080968858131     0.01528027681661     0.27044982698962     0.25393771626298     0.34445674740484
                  50     0.01660899653979     0.03008996539792     0.03804844290657     0.02921799307958     0.01547404844291     0.27244290657439     0.25386851211073     0.34424913494810
                  51     0.01008996539792     0.02137024221453     0.02423529411765     0.02163321799308     0.01076816608997     0.36968858131488     0.28991003460208     0.25230449826990
                  52     0.00913494809689     0.02145328719723     0.02430449826990     0.02184083044983     0.01029757785467     0.37096193771626     0.29119723183391     0.25080968858131
                  53     0.00978546712803     0.02049826989619     0.02440138408304     0.02149480968858     0.01035294117647     0.26024913494810     0.38002768166090     0.27319031141869
                  54     0.00977162629758     0.01977854671280     0.02473356401384     0.02101038062284     0.01043598615917     0.26011072664360     0.38239446366782     0.27176470588235
                  55     0.01094809688581     0.02127335640138     0.02429065743945     0.01793771626298     0.01058823529412     0.25876816608997     0.25321799307958     0.40297577854671
                  56     0.01158477508651     0.02150865051903     0.02383391003460     0.01784083044983     0.01000692041522     0.26155017301038     0.25363321799308     0.40004152249135
                  57     0.01511418685121     0.03087889273356     0.03414532871972     0.03447750865052     0.01566782006920     0.31724567474048     0.27915570934256     0.27331487889273
                  58     0.01565397923875     0.03044982698962     0.03402076124567     0.03435294117647     0.01548788927336     0.31811764705882     0.28304498269896     0.26887197231834
