                   x                  sxy                  sxz                  syz                  sxx                  syy                  szz
 l=          10
                   1     0.00037463577078    -0.00000693769946    -0.00032607187457     0.47566948799778     0.03192035521021     0.49241015679201
                   2    -0.00306112138790    -0.00079817346603    -0.00052748473071     0.47965019433648     0.03179516188848     0.48855464377504
                   3    -0.00017343045439     0.00018731066694     0.00024280263614     0.46722164412071     0.04357960457856     0.48919875130073
                   4    -0.00255186538951     0.00038140268000     0.00095007512239     0.46891128334995     0.04515235394602     0.48593636270403
                   5     0.00027041971176     0.00085977928274    -0.00061018082122     0.45904955033660     0.05368766059700     0.48726278906640
                   6    -0.00321021171558    -0.00071439299974     0.00006242389640     0.45936052567705     0.05519735536274     0.48544211896021
                   7    -0.00001392068694     0.00029843088189    -0.00050669188734     0.46466374178053     0.04702482924222     0.48831142897725
                   8    -0.00233991232285     0.00024986982127     0.00020814976544     0.46528308750787     0.05036364683255     0.48435326565958
                   9     0.00049278661015     0.00075648177336     0.00018043844306     0.46134085148376     0.05187409045064     0.48678505806560
                  10    -0.00254512294980     0.00042297597755     0.00031200887625     0.45977673634047     0.05479168542648     0.48543157823305
                  11     0.00031902976506    -0.00006242629668    -0.00024963163043     0.47212284749059     0.03786301541905     0.49001413709035
                  12    -0.00284995852851    -0.00010403422208     0.00038149697101     0.47028203597482     0.04226345788240     0.48745450614278
                  13    -0.00015959838039     0.00086055496166    -0.00012495563528     0.47750132427004     0.03115259033785     0.49134608539210
                  14    -0.00241543467084    -0.00016654522884    -0.00000691217126     0.47720269731986     0.03334626533739     0.48945103734274
                  15     0.00020809729927    -0.00001728000203    -0.00011443378335     0.47468134983744     0.03399060809885     0.49132804206371
                  16    -0.00294435352858    -0.00005207724389     0.00011792885938     0.47433773107882     0.03685324771889     0.48880902120229
                  17     0.00061026544842    -0.00027042789137    -0.00033981929197     0.48242028133617     0.02459774246692     0.49298197619691
                  18    -0.00281008321205     0.00004161032482     0.00080459703052     0.48328350090738     0.02640749161311     0.49030900747952
                  19    -0.00017349300787     0.00065896599429    -0.00031213296214     0.46341118675241     0.04729144850021     0.48929736474737
                  20    -0.00258041252301    -0.00004167724968     0.00058999004995     0.46491301267050     0.04924485729065     0.48584213003885
                  21     0.00052016819295    -0.00061726519085     0.00031209591320     0.46269333405909     0.04900705093966     0.48829961500125
                  22    -0.00209471653436    -0.00031908605151     0.00024972734289     0.46387348534964     0.05040216634472     0.48572434830564
                  23     0.00029120876612     0.00049226160591    -0.00024963161663     0.45877418982697     0.05359494821483     0.48763086195820
                  24    -0.00178968823815    -0.00057570442686     0.00034679788022     0.45921478514175     0.05737695010876     0.48340826474949
                  25     0.00059687231560    -0.00144362557069    -0.00006244699513     0.46404165049031     0.04900633721461     0.48695201229508
                  26    -0.00240775480220     0.00097181444115    -0.00065251169378     0.46319509862678     0.05141614889403     0.48538875247920
                  27    -0.00007626466968     0.00024268575463     0.00017334098828     0.46899948601140     0.04208749472966     0.48891301925893
                  28    -0.00350247678476     0.00002076595404    -0.00029133910388     0.46786106437446     0.04511531334585     0.48702362227969
