                   x             density1             density2             density3             density4             density5             density6             density7             density8
 l=         100
                   1     0.01567681660900     0.02996262975779     0.03364083044983     0.03078685121107     0.01556401384083     0.34201314878893     0.28022975778547     0.25212595155709
                   2     0.01422837370242     0.02969411764706     0.03361038062284     0.02977024221453     0.01494394463668     0.34125951557093     0.28594740484429     0.25054602076125
                   3     0.01156055363322     0.02149411764706     0.02611141868512     0.02156816608997     0.01030242214533     0.30317024221453     0.35071626297578     0.25507681660900
                   4     0.01167058823529     0.02078269896194     0.02457993079585     0.02043044982699     0.01034740484429     0.29978062283737     0.35801799307958     0.25439031141869
                   5     0.01387820069204     0.02149342560554     0.02419169550173     0.02279584775087     0.01027058823529     0.24576262975779     0.28823460207612     0.37337301038062
                   6     0.01310795847751     0.02217577854671     0.02323183391003     0.02285259515571     0.01077093425606     0.24755432525952     0.29002560553633     0.37028096885813
                   7     0.01166089965398     0.03027612456747     0.03799238754325     0.02989619377163     0.01566228373702     0.33698200692042     0.27867612456747     0.25885397923875
                   8     0.01096747404844     0.03018200692042     0.03761314878893     0.02826159169550     0.01629896193772     0.34095709342561     0.28485743944637     0.25086228373702
                   9     0.01113356401384     0.02198408304498     0.02577162629758     0.02237162629758     0.01065605536332     0.30040968858131     0.35297854671280     0.25469480968858
                  10     0.01136055363322     0.02052733564014     0.02437024221453     0.02141937716263     0.00941314878893     0.30147266435986     0.35749896193772     0.25393771626298
                  11     0.00987197231834     0.02060692041522     0.02410588235294     0.01748788927336     0.01035916955017     0.26330657439446     0.28626643598616     0.36799515570934
                  12     0.00916608996540     0.02084982698962     0.02327335640138     0.01784221453287     0.01027266435986     0.26549688581315     0.28799792387543     0.36510103806228
                  13     0.01475224913495     0.03045743944637     0.03527197231834     0.03401245674740     0.01559377162630     0.32673217993080     0.27920276816609     0.26397716262976
                  14     0.01457785467128     0.03073494809689     0.03402768166090     0.03320276816609     0.01506297577855     0.32904013840830     0.28561314878893     0.25774048442907
                  15     0.01176262975779     0.02196747404844     0.02504913494810     0.01881937716263     0.01116885813149     0.31174186851211     0.34599377162630     0.25349688581315
