                   l            thetaxbin         thetaxbindev            thetaybin         thetaybindev            thetazbin         thetazdevbin
 l=          10
                  71    -0.49966568434410     0.00002613755436    -0.48833944394799     0.00324482872409     0.98800512829210     0.00324258445003
                  72    -0.49928693836122     0.00003708205109    -0.48772758367409     0.00156728438965     0.98701452203532     0.00156178069185
                  73    -0.49833333500684     0.00059602459055    -0.47400466501436     0.00210696620846     0.97233800002121     0.00175930220964
                  74    -0.49765410205128     0.00017947545067    -0.41821903096202     0.00707429282392     0.91587313301330     0.00725364847529
                  75    -0.47622370669936     0.00713102767145    -0.47478851691073     0.01560063462021     0.95101222361009     0.02253366620377
                  76    -0.49671194377006     0.00209618119613    -0.45283551796288     0.01953953810366     0.94954746173294     0.02072294751516
                  77    -0.49859017035021     0.00175406299228    -0.44521857103206     0.01408674548212     0.94380874138227     0.01581797710461
                  78    -0.49845778367092     0.00115513155666    -0.46260888215706     0.02173045194523     0.96106666582798     0.02245284538135
                  79    -0.49778651786676     0.00151662092110    -0.47874799483595     0.00552675223733     0.97653451270272     0.00694160805851
                  80    -0.49129059899785     0.01081648154539    -0.46578239683682     0.01642449244579     0.95707299583467     0.02723827460184
                  81    -0.49908206455234     0.00008276850013    -0.47794067838372     0.00165036841529     0.97702274293606     0.00164393607415
                  82    -0.49959162108483     0.00020468608446    -0.49609019353328     0.00186684975410     0.99568181461811     0.00207044535304
                  83    -0.49825040083760     0.00101334222283    -0.47671660406709     0.00515131195259     0.97496700490469     0.00425950113537
                  84    -0.49749825555595     0.00174422705638    -0.46123706284392     0.01429430944912     0.95873531839987     0.01595270091004
                  85    -0.49928266237166     0.00012992743516    -0.47371840495123     0.00816865460096     0.97300106732289     0.00805769849902
                  86    -0.48402083599369     0.00869356666487    -0.43947372975683     0.01058355439615     0.92349456575053     0.00292195754063
                  87    -0.49890753392646     0.00065796758305    -0.48148552903111     0.00195903907963     0.98039306295757     0.00261700666267
                  88    -0.49964483003765     0.00002234880760    -0.48642992880188     0.00014321773283     0.98607475883953     0.00015891849509
                  89    -0.47862640548091     0.00048884613048    -0.46952470641797     0.00086316580396     0.94815111189888     0.00106289018300
                  90    -0.49717939316723     0.00077959528307    -0.44646265952076     0.00113316036302     0.94364205268798     0.00188609835950
                  91    -0.49725905860052     0.00131410221883    -0.39228207647461     0.00771158171795     0.88954113507513     0.00902554609254
                  92    -0.49791660496857     0.00111595650275    -0.43451230992137     0.00936906191924     0.93242891488994     0.01048364879181
                  93    -0.49896169574939     0.00035286851083    -0.45050174967363     0.00868557999111     0.94946344542302     0.00833271148028
                  94    -0.49934651171051     0.00000707229643    -0.45905487971406     0.01481863511674     0.95840139142456     0.01482570741317
                  95    -0.49902358275326     0.00077743370617    -0.47064742409413     0.02039786016515     0.96967100684739     0.02117529387132
                  96    -0.49766935809603     0.00055947308585    -0.47389461106598     0.01828195618036     0.97156396916201     0.01772248309451
                  97    -0.49938386800375     0.00023772511588    -0.46654430555572     0.03643416906277     0.96592817355948     0.03667189417865
                  98    -0.49804669591918     0.00126227059172    -0.41588687212014     0.02323068696593     0.91393356803932     0.02449295755764
                  99    -0.49862636946102     0.00081818860067    -0.48013364121948     0.00383154537154     0.97876001068051     0.00301335677087
                 100    -0.49836191290133     0.00081191036795    -0.48207927180943     0.00133472881443     0.98044118471076     0.00214663918237
                 101    -0.49963856363273     0.00003933342987    -0.49564064978745     0.00105277144525     0.99527921342018     0.00109210487512
                 102    -0.47799585028083     0.00083834243401    -0.42713082976299     0.00160506291246     0.90512668004383     0.00244340534647
                 103    -0.49863354303586     0.00099188402281    -0.48145232531341     0.00479089068608     0.98008586834926     0.00379900666327
                 104    -0.49906768165421     0.00015626224126    -0.47213822722141     0.00186474377560     0.97120590887561     0.00170848153435
                 105    -0.48218883138686     0.00024541342249    -0.44606539907672     0.00024970997172     0.92825423046358     0.00049512339422
                 106    -0.49982918136215     0.00006950581256    -0.48141339570500     0.00021419240821     0.98124257706715     0.00028369822077
                 107    -0.49951400637956     0.00000504423978    -0.47779809411187     0.00033103403265     0.97731210049143     0.00033607827243
                 108    -0.49974782022462     0.00000148260949    -0.49132697222120     0.00016331652609     0.99107479244582     0.00016479913559
                 109    -0.49880122096256     0.00000000000000    -0.48334746442476     0.00000000000000     0.98214868538732     0.00000000000000
                 110    -0.49929554965574     0.00000000000000    -0.48773259101515     0.00000000000000     0.98702814067089     0.00000000000000
                 111    -0.49936363012176     0.00000000000000    -0.47983478558928     0.00000000000000     0.97919841571105     0.00000000000000
                 112    -0.49977445058368     0.00000000000000    -0.48923734082293     0.00000000000000     0.98901179140661     0.00000000000000
                 113    -0.49943114511964     0.00000000000000    -0.47651228131351     0.00000000000000     0.97594342643314     0.00000000000000
                 114    -0.49926334990450     0.00000000000000    -0.45119595960838     0.00000000000000     0.95045930951288     0.00000000000000
